product_id,sku,name,category,description,currency,unit_price,stock_availability,unit_of_measure,status,created_at,updated_at
SWP-65387039,SW-3D-SIGN-19854-963,QUICKSIGN 3D Sign – 3D001 Fire Extinguisher,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d001-fire-extinguisher/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,20.81,99,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-19010901,SW-3D-SIGN-20270-819,QUICKSIGN 3D Sign – 3D002 Fire Hose Reel,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d002-fire-hose-reel/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,27.91,317,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-13806535,SW-3D-SIGN-20291-185,QUICKSIGN 3D Sign – 3D003 Fire Alarm,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d003-fire-alarm/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,48.86,292,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-54559292,SW-3D-SIGN-30725-267,QUICKSIGN 3D Sign – 3D004 Emergency Telephone (Icon),3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d004-emergency-telephone-icon/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,12.16,468,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-90699381,SW-3D-SIGN-30749-479,QUICKSIGN 3D Sign – 3D005 CO2 Fire Extinguisher,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d005-co2-fire-extinguisher/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,49.18,171,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-60974511,SW-3D-SIGN-30769-736,QUICKSIGN 3D Sign – 3D006 Fire Extinguisher (Arrow Down),3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d006-fire-extinguisher-arrow-down/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,19.89,71,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-96603511,SW-3D-SIGN-30789-584,QUICKSIGN 3D Sign – 3D007 Fire Extinguisher,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d007-fire-extinguisher/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,12.18,487,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-24917991,SW-3D-SIGN-30809-468,QUICKSIGN 3D Sign – 3D008 Fire Hose Reel,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d008-fire-hose-reel/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,20.21,488,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-47218347,SW-3D-SIGN-30829-168,QUICKSIGN 3D Sign – 3D009 Fire Alarm,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d009-fire-alarm/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,37.54,497,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-16485113,SW-3D-SIGN-30849-755,QUICKSIGN 3D Sign – 3D010 In Case of Fire Break Glass,3D Sign,Safetyware catalog item from category '3D Sign'. Source: https://safetyware.com/product/quicksign-3d-sign-3d0010-in-case-of-fire-break-glass/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,36.52,232,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-90564055,SW-ACCESSORIES-RESPIRATORY--56437-531,SUNDSTROM Battery Charger for Fan Unit SR 500,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-battery-charger-for-fan-unit-sr-500/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,162.06,387,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-85526124,SW-ACCESSORIES-RESPIRATORY--56438-533,SUNDSTROM Lithium-ion battery for Fan Unit SR 500,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-lithium-ion-battery-for-fan-unit-sr-500/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,82.75,310,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-30577813,SW-ACCESSORIES-RESPIRATORY--56400-796,SUNDSTROM Pressure Controlled Drain for Compressed Air filters,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-pressure-controlled-drain-for-compressed-air-filters/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,211.33,269,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-86568193,SW-ACCESSORIES-RESPIRATORY--56498-935,SUNDSTROM SR 280-3 Filter Adapter,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-sr-280-3-filter-adapter/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,158.13,244,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-68992284,SW-ACCESSORIES-RESPIRATORY--56513-399,SUNDSTROM SR 307 Compressed Air attachment,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-sr-307-compressed-air-attachment/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,216.82,374,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-97123663,SW-ACCESSORIES-RESPIRATORY--56401-416,SUNDSTROM SR 340 Rubber Head Harness,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-sr-340-rubber-head-harness/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,104.77,365,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-88454505,SW-ACCESSORIES-RESPIRATORY--56413-715,SUNDSTROM SR 341 Spectacle Frame,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-sr-341-spectacle-frame/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,125.33,398,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-95707737,SW-ACCESSORIES-RESPIRATORY--56494-843,SUNDSTROM SR 345 Chemical Protective Hood,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-sr-345-chemical-protective-hood/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,206.02,495,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-90839793,SW-ACCESSORIES-RESPIRATORY--56439-118,SUNDSTROM SR 363 Head Hardness for SR 100,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-sr-363-head-hardness-for-sr-100/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,156.82,402,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-90700623,SW-ACCESSORIES-RESPIRATORY--56393-595,SUNDSTROM SR 505 Storage Bag,Accessories Respiratory Protection,Safetyware catalog item from category 'Accessories Respiratory Protection'. Source: https://safetyware.com/product/sundstrom-s-505-storage-bag/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,187.31,227,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-38236188,SW-ACCESSORIES-22281-135,KSTRONG Coiled Cable Lanyard,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-coiled-cable-lanyard/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,116.50,499,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-38553131,SW-ACCESSORIES-23797-111,KSTRONG Essential Work Positioning Waist Belt,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-essential-work-positioning-waist-belt/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,299.52,437,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-88389911,SW-ACCESSORIES-22293-112,KSTRONG Kaptor™ Single Leg Tool Lanyard with Webbing Loop at Tool End and Connector at Other End,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-kaptor-single-leg-tool-lanyard-with-webbing-loop-at-tool-end-and-connector-at-other-end/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,413.22,331,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-73083584,SW-ACCESSORIES-23781-444,KSTRONG Rescue Kit Bag 30L,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-rescue-kit-bag-30l/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,179.68,477,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-23547233,SW-ACCESSORIES-5362-695,KSTRONG Suspension Trauma Strap,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-suspension-trauma-strap/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,474.59,370,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-23688454,SW-ACCESSORIES-22356-378,KSTRONG Tool Lanyard Single Leg with Steel Karabiner,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-tool-lanyard-single-leg-with-steel-karabiner/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,56.48,25,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-23874299,SW-ACCESSORIES-22305-528,KSTRONG Tool Lanyard Single Leg with Steel Screw Karabiner,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-tool-lanyard-single-leg-with-steel-screw-karabiner/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,449.09,185,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-15852402,SW-ACCESSORIES-22345-494,KSTRONG Tool Lanyard Twin Leg with Steel Karabiner,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-tool-lanyard-twin-leg-with-steel-karabiner/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,104.41,314,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-11285192,SW-ACCESSORIES-22299-723,KSTRONG Tool Lanyard Twin Leg with Steel Screw Karabiner,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-tool-lanyard-twin-leg-with-steel-screw-karabiner/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,154.84,257,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-69165837,SW-ACCESSORIES-22269-765,KSTRONG Tool Lanyard with Hook to Loop Bungee Tool Tether,Accessories,Safetyware catalog item from category 'Accessories'. Source: https://safetyware.com/product/kstrong-tool-lanyard-with-hook-to-loop-bungee-tool-tether/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,113.57,445,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-63739041,SW-ACCESSORIES-AND-BATTERIE-9735-393,ENERGIZER MAX® AA Batteries,Accessories And Batteries,Safetyware catalog item from category 'Accessories And Batteries'. Source: https://safetyware.com/product/energizer-max-aa-batteries/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,281.90,295,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-89493836,SW-ACCESSORIES-AND-PARTS-18577-653,SAFETYWARE EPE01 Portable Emergency Bottle,Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-epe01portable-emergency-bottle/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,432.04,146,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-66300078,SW-ACCESSORIES-AND-PARTS-18578-260,OPTO-PHARM EWB947 Buffered Isotonic Saline Eyewash Solution,Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/opto-pharm-ewb947-buffered-isotonic-saline-eyewash-solution/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,497.35,60,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-13633292,SW-ACCESSORIES-AND-PARTS-18772-725,SAFETYWARE ESESR966 Stainless Steel Shower Rail,Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esesr966-stainless-steel-shower-rail/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,390.19,223,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-53352091,SW-ACCESSORIES-AND-PARTS-18773-638,SAFETYWARE ESESCW-1820 Shower Curtain with Ring,Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esescw-1820-shower-curtain-with-ring/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,491.18,197,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-61535327,SW-ACCESSORIES-AND-PARTS-18774-192,SAFETYWARE ESESCW-1825 Shower Curtain with Ring,Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esescw-1825-shower-curtain-with-ring/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,321.93,20,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-45726987,SW-ACCESSORIES-AND-PARTS-18775-284,SAFETYWARE ESEP100SS Stainless Steel Eyewash Bowl (Accessories),Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esep100ss-stainless-steel-eye-wash-bowl/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,474.15,95,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-78139519,SW-ACCESSORIES-AND-PARTS-18776-681,SAFETYWARE ESEP150SS Stainless Steel Shower Head (Accessories),Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esep150ss-stainless-steel-shower-head-accessories/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,491.63,171,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-89749121,SW-ACCESSORIES-AND-PARTS-18778-586,SAFETYWARE ESEP400SS Eyewash Sprayer Set (Accessories),Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esep400ss-eyewash-sprayer-set-accessories/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,384.29,417,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-32986276,SW-ACCESSORIES-AND-PARTS-18779-363,SAFETYWARE ESEP550SS 316 Stainless Steel 1/2″ Ball Valve (Accessories),Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esep550ss-316-stainless-steel-1-2-ball-valve-accessories/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,163.57,364,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-89653462,SW-ACCESSORIES-AND-PARTS-18780-246,SAFETYWARE ESEP600SS 316 1″ Eyewash Ball Valve (Accessories),Accessories And Parts,Safetyware catalog item from category 'Accessories And Parts'. Source: https://safetyware.com/product/safetyware-esep600ss-316-stainless-steel-1-eyewash-ball-valve-accessories/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,345.38,140,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-23249581,SW-ACCESSORIES-PARTS-SENSOR-22018-742,SAFETYWARE Carbon Monoxide (CO) Replacement Sensor,Accessories Parts Sensors,Safetyware catalog item from category 'Accessories Parts Sensors'. Source: https://safetyware.com/product/safetyware-carbon-monoxide-co-replacement-sensor/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,240.77,467,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-47970588,SW-ACCESSORIES-PARTS-SENSOR-22020-888,SAFETYWARE Combustible Gas (LEL) Replacement Sensor,Accessories Parts Sensors,Safetyware catalog item from category 'Accessories Parts Sensors'. Source: https://safetyware.com/product/safetyware-combustible-gas-lel-replacement-sensor/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,436.59,103,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-43958122,SW-ACCESSORIES-PARTS-SENSOR-22019-595,SAFETYWARE Hydrogen Sulfide (H2S) Replacement Sensor,Accessories Parts Sensors,Safetyware catalog item from category 'Accessories Parts Sensors'. Source: https://safetyware.com/product/safetyware-hydrogen-sulfide-h2s-replacement-sensor/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,248.56,130,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-90369218,SW-ACCESSORIES-PARTS-SENSOR-22008-994,SAFETYWARE Oxygen (O2) Replacement Sensor,Accessories Parts Sensors,Safetyware catalog item from category 'Accessories Parts Sensors'. Source: https://safetyware.com/product/safetyware-oxygen-o2-replacement-sensor/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,459.55,427,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-51231821,SW-ACCESSORIES-PARTS-SENSOR-22022-213,SAFETYWARE Toxic Gases Replacement Sensors,Accessories Parts Sensors,Safetyware catalog item from category 'Accessories Parts Sensors'. Source: https://safetyware.com/product/safetyware-toxic-gases-replacement-sensors/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,386.40,292,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-31881425,SW-ACCESSORIES-PARTS-SENSOR-21715-700,SAFETYWARE Gas Sampling Pump,Accessories Parts Sensors,Safetyware catalog item from category 'Accessories Parts Sensors'. Source: https://safetyware.com/product/safetyware-gas-sampling-pump/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,428.57,386,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-24940525,SW-AED-AND-TRAINER-859-391,ZOLL AED Plus® with Real CPR Help®,Aed And Trainer,Safetyware catalog item from category 'Aed And Trainer'. Source: https://safetyware.com/product/aed-plus-automated-external-defibrillator-aed/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,5174.85,45,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-69222779,SW-AED-AND-TRAINER-10433-255,ZOLL AED 3 with Real CPR Help®,Aed And Trainer,Safetyware catalog item from category 'Aed And Trainer'. Source: https://safetyware.com/product/zoll-aed-3-automated-external-defibrillator/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,3550.58,55,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-31287424,SW-AED-AND-TRAINER-10517-487,ZOLL AED 3 BLS Defibrillator for Rescuers,Aed And Trainer,Safetyware catalog item from category 'Aed And Trainer'. Source: https://safetyware.com/product/zoll-aed-3-bls-for-ems/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,6158.40,8,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-65116283,SW-AED-AND-TRAINER-10559-331,ZOLL AED Plus Trainer2 (For Training Purpose),Aed And Trainer,Safetyware catalog item from category 'Aed And Trainer'. Source: https://safetyware.com/product/zoll-aed-plus-trainer/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,3921.80,129,service,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-45005010,SW-AED-ACCESSORIES-SPARE-PA-10668-788,ZOLL CPR-Stat-padz,Aed Accessories Spare Parts,Safetyware catalog item from category 'Aed Accessories Spare Parts'. Source: https://safetyware.com/product/zoll-cpr-stat-padz/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,3093.65,218,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-27985335,SW-AED-ACCESSORIES-SPARE-PA-10550-546,ZOLL CPR-D-Padz,Aed Accessories Spare Parts,Safetyware catalog item from category 'Aed Accessories Spare Parts'. Source: https://safetyware.com/product/zoll-aed-cpr-d-padz/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,5586.16,115,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-55490999,SW-AED-ACCESSORIES-SPARE-PA-10551-632,ZOLL Stat Padz II (box of 12 pieces),Aed Accessories Spare Parts,Safetyware catalog item from category 'Aed Accessories Spare Parts'. Source: https://safetyware.com/product/zoll-aed-stat-padz-ii/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,710.67,96,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-76166994,SW-AED-ACCESSORIES-SPARE-PA-10734-378,ZOLL Pedi-Padz II Pediatric Defibrillator Electrodes,Aed Accessories Spare Parts,Safetyware catalog item from category 'Aed Accessories Spare Parts'. Source: https://safetyware.com/product/zoll-pedi-padz-ii-pediatric-defibrillator-electrodes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,4058.45,233,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
